Food code,Seq num,Portion code,Portion weight,Start date,End date
52403000,3,90000,49,"01/01/19 00:00:00","12/31/20 00:00:00"
52404060,1,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
52404060,2,51000,10,"01/01/19 00:00:00","12/31/20 00:00:00"
52404060,3,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
52405010,1,61935,41,"01/01/19 00:00:00","12/31/20 00:00:00"
52405010,2,51000,8.699999999999999,"01/01/19 00:00:00","12/31/20 00:00:00"
52405010,3,60871,57,"01/01/19 00:00:00","12/31/20 00:00:00"
52405010,4,90000,41,"01/01/19 00:00:00","12/31/20 00:00:00"
52407000,1,61935,40,"01/01/19 00:00:00","12/31/20 00:00:00"
52407000,2,51000,6.6,"01/01/19 00:00:00","12/31/20 00:00:00"
52407000,3,90000,40,"01/01/19 00:00:00","12/31/20 00:00:00"
52408000,2,90000,74,"01/01/19 00:00:00","12/31/20 00:00:00"
52408000,3,61153,537,"01/01/19 00:00:00","12/31/20 00:00:00"
52408000,4,51000,7,"01/01/19 00:00:00","12/31/20 00:00:00"
52408000,5,61935,74,"01/01/19 00:00:00","12/31/20 00:00:00"
53100100,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53100100,2,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53100100,3,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53100100,4,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53101100,1,64747,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53101100,2,10205,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53101100,3,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53102200,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53102200,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53102200,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53102200,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53102700,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53102700,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53102700,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53102700,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53102800,1,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53102800,2,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53102800,3,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53103000,1,64747,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53103000,2,10205,70,"01/01/19 00:00:00","12/31/20 00:00:00"
53103000,3,90000,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53104260,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53104260,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53104260,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53104260,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53104400,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53104400,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53104400,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53104400,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53104500,1,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53104500,2,10205,180,"01/01/19 00:00:00","12/31/20 00:00:00"
53104500,3,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53104550,1,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53104550,2,10205,180,"01/01/19 00:00:00","12/31/20 00:00:00"
53104550,3,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53104600,1,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53104600,2,10205,180,"01/01/19 00:00:00","12/31/20 00:00:00"
53104600,3,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,1,64233,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,2,64420,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,3,64766,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,4,64767,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,5,64768,170,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,6,64769,260,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53105262,9,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,1,64233,25,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,2,64420,75,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,3,64766,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,4,64767,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,5,64768,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,6,64769,225,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53105264,9,90000,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,1,64233,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,2,64420,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,3,64766,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,4,64767,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,5,64768,170,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,6,64769,260,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53105270,9,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,1,64233,25,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,2,64420,75,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,3,64766,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,4,64767,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,5,64768,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,6,64769,225,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53105272,9,90000,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53105275,1,64233,15,"01/01/19 00:00:00","12/31/20 00:00:00"
53105275,2,64420,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53105275,3,64748,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53105275,4,64749,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105275,5,10205,75,"01/01/19 00:00:00","12/31/20 00:00:00"
53105275,6,51000,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53105275,7,90000,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53105300,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53105300,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53105300,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53105300,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53105310,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53105310,2,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53105310,3,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53105310,4,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53105396,1,64747,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53105396,2,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53105396,3,90000,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53106500,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53106500,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53106500,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53106500,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53108200,1,64233,15,"01/01/19 00:00:00","12/31/20 00:00:00"
53108200,2,64420,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53108200,3,64750,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53108200,4,64248,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53108200,5,90000,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53109200,1,64233,15,"01/01/19 00:00:00","12/31/20 00:00:00"
53109200,2,64420,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53109200,3,64750,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53109200,4,64248,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53109200,5,90000,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53110000,1,64747,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53110000,2,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53110000,3,90000,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53111000,1,64747,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53111000,2,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53111000,3,90000,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53112100,1,60862,340,"01/01/19 00:00:00","12/31/20 00:00:00"
53112100,2,61683,34,"01/01/19 00:00:00","12/31/20 00:00:00"
53112100,3,51000,9.6,"01/01/19 00:00:00","12/31/20 00:00:00"
53112100,4,10205,138,"01/01/19 00:00:00","12/31/20 00:00:00"
53112100,5,90000,34,"01/01/19 00:00:00","12/31/20 00:00:00"
53113000,1,64747,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53113000,2,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53113000,3,90000,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53114100,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53114100,2,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53114100,3,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53114100,4,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53115200,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53115200,2,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53115200,3,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53115200,4,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53115450,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53115450,2,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53115450,3,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53115450,4,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53116000,1,64747,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53116000,2,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53116000,3,90000,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53116510,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53116510,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53116510,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53116510,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53116520,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53116520,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53116520,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53116520,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53117200,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53117200,2,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53117200,3,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53117200,4,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53118100,1,64747,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53118100,2,10205,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53118100,3,90000,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53118110,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53118110,2,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53118110,3,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53118110,4,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53118500,1,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53118500,2,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53118500,3,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53118550,1,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53118550,2,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53118550,3,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53119000,1,64747,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53119000,2,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53119000,3,90000,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,1,64233,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,2,64420,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,3,64766,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,4,64767,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,5,64768,170,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,6,64769,260,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53120270,9,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,1,64233,25,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,2,64420,75,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,3,64766,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,4,64767,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,5,64768,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,6,64769,225,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53120272,9,90000,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,1,64233,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,2,64420,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,3,64766,115,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,4,64767,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,5,64768,170,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,6,64769,260,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53121270,9,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,1,64233,25,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,2,64420,75,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,3,64766,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,4,64767,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,5,64768,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,6,64769,225,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,7,10205,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,8,51000,6.8,"01/01/19 00:00:00","12/31/20 00:00:00"
53121272,9,90000,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53121275,1,64233,15,"01/01/19 00:00:00","12/31/20 00:00:00"
53121275,2,64420,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53121275,3,64748,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53121275,4,64749,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53121275,5,10205,75,"01/01/19 00:00:00","12/31/20 00:00:00"
53121275,6,51000,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53121275,7,90000,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53123070,1,64747,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53123070,2,10205,150,"01/01/19 00:00:00","12/31/20 00:00:00"
53123070,3,90000,175,"01/01/19 00:00:00","12/31/20 00:00:00"
53124110,1,63382,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53124110,2,64747,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53124110,3,10205,120,"01/01/19 00:00:00","12/31/20 00:00:00"
53124110,4,90000,200,"01/01/19 00:00:00","12/31/20 00:00:00"
53200100,1,10205,250,"01/01/19 00:00:00","12/31/20 00:00:00"
53200100,2,90000,63,"01/01/19 00:00:00","12/31/20 00:00:00"
53201000,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53201000,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53201000,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53201000,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53201000,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53202000,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53202000,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53202000,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53202000,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53202000,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53203000,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53203000,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53203000,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53203000,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53203000,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53203500,1,60599,32,"01/01/19 00:00:00","12/31/20 00:00:00"
53203500,3,90000,64,"01/01/19 00:00:00","12/31/20 00:00:00"
53204000,3,90000,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53204000,4,63989,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53204000,5,61238,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53204000,6,60919,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53204010,3,90000,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53204010,8,63989,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53204010,9,61238,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53204010,10,60919,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53204100,1,62015,40,"01/01/19 00:00:00","12/31/20 00:00:00"
53204100,2,61238,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53204100,3,60919,110,"01/01/19 00:00:00","12/31/20 00:00:00"
53204100,4,63871,61,"01/01/19 00:00:00","12/31/20 00:00:00"
53204100,5,90000,65,"01/01/19 00:00:00","12/31/20 00:00:00"
53204840,2,90000,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53204840,5,62015,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53204840,6,61238,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53204840,7,60919,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53205250,3,90000,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53205250,4,62015,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53205250,5,61238,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53205250,6,60919,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53205260,1,60345,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53205260,2,63989,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53205260,3,61238,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53205260,4,60919,90,"01/01/19 00:00:00","12/31/20 00:00:00"
53205260,5,90000,50,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,1,64449,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,2,64447,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,3,64448,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,4,62738,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,5,64445,25,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,6,64446,38,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,7,63988,56,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,8,63741,10.5,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,9,63966,16,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,10,60227,26,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,11,64266,33,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,12,64129,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,13,64236,46,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,14,64138,22,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,15,10023,81,"01/01/19 00:00:00","12/31/20 00:00:00"
53206000,16,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53206020,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53206020,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53206020,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53206020,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53206020,5,60749,100,"01/01/19 00:00:00","12/31/20 00:00:00"
53206020,6,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53206030,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53206030,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53206030,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53206030,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53206030,5,63741,10.7,"01/01/19 00:00:00","12/31/20 00:00:00"
53206030,6,64138,22,"01/01/19 00:00:00","12/31/20 00:00:00"
53206030,7,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53206100,1,64233,3,"01/01/19 00:00:00","12/31/20 00:00:00"
53206100,2,61853,14,"01/01/19 00:00:00","12/31/20 00:00:00"
53206100,3,61062,36,"01/01/19 00:00:00","12/31/20 00:00:00"
53206100,4,63775,34,"01/01/19 00:00:00","12/31/20 00:00:00"
53206100,5,90000,42,"01/01/19 00:00:00","12/31/20 00:00:00"
53206500,1,60375,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53206500,2,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53206500,3,63775,31,"01/01/19 00:00:00","12/31/20 00:00:00"
53206550,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53206550,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53206550,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53206550,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53206550,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53207000,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53207000,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53207000,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53207000,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53207000,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53207020,1,64233,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53207020,2,62015,20,"01/01/19 00:00:00","12/31/20 00:00:00"
53207020,3,61238,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53207020,4,60919,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53207020,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53207050,1,63701,16,"01/01/19 00:00:00","12/31/20 00:00:00"
53207050,2,90000,48,"01/01/19 00:00:00","12/31/20 00:00:00"
53208000,2,60103,28,"01/01/19 00:00:00","12/31/20 00:00:00"
53208000,3,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
53208000,4,60599,30,"01/01/19 00:00:00","12/31/20 00:00:00"
53208200,1,61880,34,"01/01/19 00:00:00","12/31/20 00:00:00"
53208200,2,62369,57,"01/01/19 00:00:00","12/31/20 00:00:00"
53208200,3,90000,78,"01/01/19 00:00:00","12/31/20 00:00:00"
53208200,4,63399,39,"01/01/19 00:00:00","12/31/20 00:00:00"
53208200,5,63898,78,"01/01/19 00:00:00","12/31/20 00:00:00"
53208200,6,63398,78,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,1,64233,7,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,2,62015,28,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,3,61238,42,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,4,60919,63,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,5,63553,7.9,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,6,64138,21,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,9,64451,7,"01/01/19 00:00:00","12/31/20 00:00:00"
53209005,10,90000,84,"01/01/19 00:00:00","12/31/20 00:00:00"
53209010,1,62351,15,"01/01/19 00:00:00","12/31/20 00:00:00"
53209010,2,60186,15,"01/01/19 00:00:00","12/31/20 00:00:00"
53209010,3,60185,33,"01/01/19 00:00:00","12/31/20 00:00:00"
53209010,4,90000,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53209010,5,60821,10,"01/01/19 00:00:00","12/31/20 00:00:00"
53209015,1,64233,3,"01/01/19 00:00:00","12/31/20 00:00:00"
53209015,2,60219,3,"01/01/19 00:00:00","12/31/20 00:00:00"
53209015,3,60220,11,"01/01/19 00:00:00","12/31/20 00:00:00"
53209015,4,64738,7,"01/01/19 00:00:00","12/31/20 00:00:00"
53209015,5,61853,14,"01/01/19 00:00:00","12/31/20 00:00:00"
53209015,6,61062,36,"01/01/19 00:00:00","12/31/20 00:00:00"
53209015,7,90000,42,"01/01/19 00:00:00","12/31/20 00:00:00"
53209020,1,64233,3,"01/01/19 00:00:00","12/31/20 00:00:00"
53209020,2,60599,14,"01/01/19 00:00:00","12/31/20 00:00:00"
53209020,3,60220,10.7,"01/01/19 00:00:00","12/31/20 00:00:00"
53209020,4,61062,36,"01/01/19 00:00:00","12/31/20 00:00:00"
53209020,5,90000,42,"01/01/19 00:00:00","12/31/20 00:00:00"
53209100,2,90000,45,"01/01/19 00:00:00","12/31/20 00:00:00"
53209100,3,64437,15,"01/01/19 00:00:00","12/31/20 00:00:00"
53209100,4,64438,19,"01/01/19 00:00:00","12/31/20 00:00:00"
53209100,5,61062,36,"01/01/19 00:00:00","12/31/20 00:00:00"
53209500,1,64233,3,"01/01/19 00:00:00","12/31/20 00:00:00"
53209500,2,61853,14,"01/01/19 00:00:00","12/31/20 00:00:00"
53209500,3,61062,36,"01/01/19 00:00:00","12/31/20 00:00:00"
53209500,4,90000,42,"01/01/19 00:00:00","12/31/20 00:00:00"
53210000,1,62134,5,"01/01/19 00:00:00","12/31/20 00:00:00"
53210000,2,61238,10,"01/01/19 00:00:00","12/31/20 00:00:00"
53210000,3,64138,23,"01/01/19 00:00:00","12/31/20 00:00:00"
53210000,7,90000,18,"01/01/19 00:00:00","12/31/20 00:00:00"
53210900,1,60265,19,"01/01/19 00:00:00","12/31/20 00:00:00"
53210900,2,60857,42,"01/01/19 00:00:00","12/31/20 00:00:00"
53210900,3,60858,84,"01/01/19 00:00:00","12/31/20 00:00:00"
